experiment_dna_short_read_id	read_length	target_insert_size	sequencing_platform	targeted_region_bed_file	targeted_regions_method	seq_library_prep_kit_method	date_data_generation	analyte_id	experiment_sample_id	sequencing_event_details	experiment_type
PMGRC-662-661-2_LS4698964_SQ6064	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698964	PMGRC-662-661-2_LS4698964_SQ6064	NA	genome
PMGRC-663-661-1_LS4698965_SQ6065	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698965	PMGRC-663-661-1_LS4698965_SQ6065	NA	genome
PMGRC-592-590-1_LS4698966_SQ6117	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698966	PMGRC-592-590-1_LS4698966_SQ6117	NA	genome
PMGRC-591-590-2_LS4698967_SQ6118	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698967	PMGRC-591-590-2_LS4698967_SQ6118	NA	genome
PMGRC-590-590-0_LS4698968_SQ6119	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698968	PMGRC-590-590-0_LS4698968_SQ6119	NA	genome
PMGRC-391-391-0_LS4698969_SQ6120	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698969	PMGRC-391-391-0_LS4698969_SQ6120	NA	genome
PMGRC-400-391-2_LS4698970_SQ6121	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698970	PMGRC-400-391-2_LS4698970_SQ6121	NA	genome
PMGRC-649-181-3_LS4698971_SQ6122	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698971	PMGRC-649-181-3_LS4698971_SQ6122	NA	genome
PMGRC-648-181-3_LS4698972_SQ6123	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698972	PMGRC-648-181-3_LS4698972_SQ6123	NA	genome
PMGRC-647-181-3_LS4698973_SQ6124	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698973	PMGRC-647-181-3_LS4698973_SQ6124	NA	genome
PMGRC-219-181-1_LS4698974_SQ6125	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698974	PMGRC-219-181-1_LS4698974_SQ6125	NA	genome
PMGRC-182-181-2_LS4698975_SQ6126	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698975	PMGRC-182-181-2_LS4698975_SQ6126	NA	genome
PMGRC-181-181-0_LS4698976_SQ6127	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-15	LS4698976	PMGRC-181-181-0_LS4698976_SQ6127	NA	genome
PMGRC-496-494-2_LS4698977_SQ6066	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698977	PMGRC-496-494-2_LS4698977_SQ6066	NA	genome
PMGRC-494-494-0_LS4698978_SQ6067	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698978	PMGRC-494-494-0_LS4698978_SQ6067	NA	genome
PMGRC-495-494-3_LS4698979_SQ6068	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698979	PMGRC-495-494-3_LS4698979_SQ6068	NA	genome
PMGRC-308-310-2_LS4698980_SQ6069	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698980	PMGRC-308-310-2_LS4698980_SQ6069	NA	genome
PMGRC-309-310-1_LS4698981_SQ6070	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4698981	PMGRC-309-310-1_LS4698981_SQ6070	NA	genome
PMGRC-310-310-0_LS4698982_SQ6037	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698982	PMGRC-310-310-0_LS4698982_SQ6037	NA	genome
PMGRC-645-645-0_LS4698983_SQ6038	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698983	PMGRC-645-645-0_LS4698983_SQ6038	NA	genome
PMGRC-646-645-1_LS4698984_SQ6039	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698984	PMGRC-646-645-1_LS4698984_SQ6039	NA	genome
PMGRC-644-645-2_LS4698985_SQ6040	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698985	PMGRC-644-645-2_LS4698985_SQ6040	NA	genome
PMGRC-371-369-1_LS4698986_SQ6041	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698986	PMGRC-371-369-1_LS4698986_SQ6041	NA	genome
PMGRC-369-369-0_LS4698987_SQ6042	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698987	PMGRC-369-369-0_LS4698987_SQ6042	NA	genome
PMGRC-370-369-2_LS4698988_SQ6043	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698988	PMGRC-370-369-2_LS4698988_SQ6043	NA	genome
PMGRC-620-619-2_LS4698989_SQ6044	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698989	PMGRC-620-619-2_LS4698989_SQ6044	NA	genome
PMGRC-603-602-2_LS4698990_SQ6045	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698990	PMGRC-603-602-2_LS4698990_SQ6045	NA	genome
PMGRC-602-602-0_LS4698991_SQ6046	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698991	PMGRC-602-602-0_LS4698991_SQ6046	NA	genome
PMGRC-604-602-1_LS4698992_SQ6047	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698992	PMGRC-604-602-1_LS4698992_SQ6047	NA	genome
PMGRC-621-619-1_LS4698993_SQ6048	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698993	PMGRC-621-619-1_LS4698993_SQ6048	NA	genome
PMGRC-564-575-1_LS4698994_SQ6049	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698994	PMGRC-564-575-1_LS4698994_SQ6049	NA	genome
PMGRC-575-575-0_LS4698995_SQ6050	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698995	PMGRC-575-575-0_LS4698995_SQ6050	NA	genome
PMGRC-574-575-3_LS4698996_SQ6051	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698996	PMGRC-574-575-3_LS4698996_SQ6051	NA	genome
PMGRC-573-575-2_LS4698997_SQ6052	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698997	PMGRC-573-575-2_LS4698997_SQ6052	NA	genome
PMGRC-657-658-1_LS4698998_SQ6053	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698998	PMGRC-657-658-1_LS4698998_SQ6053	NA	genome
PMGRC-656-658-2_LS4698999_SQ6054	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4698999	PMGRC-656-658-2_LS4698999_SQ6054	NA	genome
PMGRC-658-658-0_LS4699000_SQ6055	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4699000	PMGRC-658-658-0_LS4699000_SQ6055	NA	genome
PMGRC-659-658-3_LS4699001_SQ6056	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4699001	PMGRC-659-658-3_LS4699001_SQ6056	NA	genome
PMGRC-332-332-0_LS4699002_SQ6057	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4699002	PMGRC-332-332-0_LS4699002_SQ6057	NA	genome
PMGRC-330-332-2_LS4699003_SQ6058	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-20	LS4699003	PMGRC-330-332-2_LS4699003_SQ6058	NA	genome
PMGRC-331-332-1_LS4699004_SQ6071	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699004	PMGRC-331-332-1_LS4699004_SQ6071	NA	genome
PMGRC-566-568-2_LS4699005_SQ6072	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699005	PMGRC-566-568-2_LS4699005_SQ6072	NA	genome
PMGRC-567-568-1_LS4699006_SQ6073	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699006	PMGRC-567-568-1_LS4699006_SQ6073	NA	genome
PMGRC-568-568-0_LS4699007_SQ6074	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699007	PMGRC-568-568-0_LS4699007_SQ6074	NA	genome
PMGRC-484-482-1_LS4699008_SQ6075	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699008	PMGRC-484-482-1_LS4699008_SQ6075	NA	genome
PMGRC-483-482-2_LS4699009_SQ6076	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699009	PMGRC-483-482-2_LS4699009_SQ6076	NA	genome
PMGRC-626-626-0_LS4699011_SQ6077	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699011	PMGRC-626-626-0_LS4699011_SQ6077	NA	genome
PMGRC-628-626-1_LS4699012_SQ6078	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699012	PMGRC-628-626-1_LS4699012_SQ6078	NA	genome
PMGRC-691-632-3_LS4699013_SQ6079	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699013	PMGRC-691-632-3_LS4699013_SQ6079	NA	genome
PMGRC-634-632-1_LS4699014_SQ6080	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699014	PMGRC-634-632-1_LS4699014_SQ6080	NA	genome
PMGRC-633-632-2_LS4699015_SQ6081	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-22	LS4699015	PMGRC-633-632-2_LS4699015_SQ6081	NA	genome
PMGRC-329-320-2_LS4699016_SQ6085	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4699016	PMGRC-329-320-2_LS4699016_SQ6085	NA	genome
PMGRC-320-320-0_LS4699017_SQ6086	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4699017	PMGRC-320-320-0_LS4699017_SQ6086	NA	genome
PMGRC-337-320-1_LS4699018_SQ6087	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4699018	PMGRC-337-320-1_LS4699018_SQ6087	NA	genome
PMGRC-145-143-1_LS4699019_SQ6088	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4699019	PMGRC-145-143-1_LS4699019_SQ6088	NA	genome
PMGRC-540-540-0_LS4742999_SQ6109	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4742999	PMGRC-540-540-0_LS4742999_SQ6109	NA	genome
PMGRC-532-477-4_LS4743000_SQ6110	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743000	PMGRC-532-477-4_LS4743000_SQ6110	NA	genome
PMGRC-502-503-1_LS4743001_SQ6111	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743001	PMGRC-502-503-1_LS4743001_SQ6111	NA	genome
PMGRC-542-540-1_LS4743002_SQ6112	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743002	PMGRC-542-540-1_LS4743002_SQ6112	NA	genome
PMGRC-560-559-2_LS4743003_SQ6113	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743003	PMGRC-560-559-2_LS4743003_SQ6113	NA	genome
PMGRC-501-503-3_LS4743006_SQ6116	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743006	PMGRC-501-503-3_LS4743006_SQ6116	NA	genome
PMGRC-476-477-1_LS4743007_SQ6117	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743007	PMGRC-476-477-1_LS4743007_SQ6117	NA	genome
PMGRC-541-540-2_LS4743008_SQ6118	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743008	PMGRC-541-540-2_LS4743008_SQ6118	NA	genome
PMGRC-125-125-0_LS4743009_SQ6119	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743009	PMGRC-125-125-0_LS4743009_SQ6119	NA	genome
PMGRC-687-547-1_LS4743010_SQ6120	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743010	PMGRC-687-547-1_LS4743010_SQ6120	NA	genome
PMGRC-500-503-2_LS4743011_SQ6121	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743011	PMGRC-500-503-2_LS4743011_SQ6121	NA	genome
PMGRC-503-503-0_LS4743012_SQ6122	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-26	LS4743012	PMGRC-503-503-0_LS4743012_SQ6122	NA	genome
PMGRC-120-118-1_LS4743013_SQ6090	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743013	PMGRC-120-118-1_LS4743013_SQ6090	NA	genome
PMGRC-343-345-2_LS4743014_SQ6091	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743014	PMGRC-343-345-2_LS4743014_SQ6091	NA	genome
PMGRC-559-559-0_LS4743015_SQ6092	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743015	PMGRC-559-559-0_LS4743015_SQ6092	NA	genome
PMGRC-504-302-2_LS4743016_SQ6093	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743016	PMGRC-504-302-2_LS4743016_SQ6093	NA	genome
PMGRC-561-559-1_LS4743017_SQ6094	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743017	PMGRC-561-559-1_LS4743017_SQ6094	NA	genome
PMGRC-505-302-1_LS4743018_SQ6095	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743018	PMGRC-505-302-1_LS4743018_SQ6095	NA	genome
PMGRC-345-345-0_LS4743019_SQ6096	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743019	PMGRC-345-345-0_LS4743019_SQ6096	NA	genome
PMGRC-627-626-2_LS4743020_SQ6097	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743020	PMGRC-627-626-2_LS4743020_SQ6097	NA	genome
PMGRC-711-529-3_LS4743021_SQ6098	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743021	PMGRC-711-529-3_LS4743021_SQ6098	NA	genome
PMGRC-119-118-2_LS4743022_SQ6099	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743022	PMGRC-119-118-2_LS4743022_SQ6099	NA	genome
PMGRC-529-529-0_LS4743023_SQ6100	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743023	PMGRC-529-529-0_LS4743023_SQ6100	NA	genome
PMGRC-697-697-0_LS4743024_SQ6101	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743024	PMGRC-697-697-0_LS4743024_SQ6101	NA	genome
PMGRC-404-403-1_LS4743901_SQ6102	150	350	NovaSeq	NA	NA	IDT xGen DNA EZ library preparation, Custom 2S Turbo for Invitae	2023-03-24	LS4743901	PMGRC-404-403-1_LS4743901_SQ6102	NA	genome
PMGRC-112-112-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313049EP	PMGRC-112-112-0	NA	genome
PMGRC-301-301-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313050EP	PMGRC-301-301-0	NA	genome
PMGRC-493-493-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313051EP	PMGRC-493-493-0	NA	genome
PMGRC-507-506-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313052EP	PMGRC-507-506-2	NA	genome
PMGRC-545-529-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313053EP	PMGRC-545-529-2	NA	genome
PMGRC-546-529-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313054EP	PMGRC-546-529-1	NA	genome
PMGRC-548-547-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313056EP	PMGRC-548-547-2	NA	genome
PMGRC-569-569-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313057EP	PMGRC-569-569-0	NA	genome
PMGRC-570-569-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313058EP	PMGRC-570-569-2	NA	genome
PMGRC-571-569-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313059EP	PMGRC-571-569-1	NA	genome
PMGRC-605-605-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313060EP	PMGRC-605-605-0	NA	genome
PMGRC-606-605-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313061EP	PMGRC-606-605-2	NA	genome
PMGRC-607-605-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313062EP	PMGRC-607-605-1	NA	genome
PMGRC-622-622-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313063EP	PMGRC-622-622-0	NA	genome
PMGRC-635-635-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313064EP	PMGRC-635-635-0	NA	genome
PMGRC-636-635-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313065EP	PMGRC-636-635-2	NA	genome
PMGRC-287-287-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312981EP	PMGRC-287-287-0	NA	genome
PMGRC-385-385-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312983EP	PMGRC-385-385-0	NA	genome
PMGRC-386-385-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312985EP	PMGRC-386-385-2	NA	genome
PMGRC-387-385-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312984EP	PMGRC-387-385-1	NA	genome
PMGRC-533-534-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312988EP	PMGRC-533-534-2	NA	genome
PMGRC-534-534-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312986EP	PMGRC-534-534-0	NA	genome
PMGRC-535-534-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312989EP	PMGRC-535-534-3	NA	genome
PMGRC-536-534-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312990EP	PMGRC-536-534-3	NA	genome
PMGRC-537-534-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312987EP	PMGRC-537-534-1	NA	genome
PMGRC-580-580-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312991EP	PMGRC-580-580-0	NA	genome
PMGRC-581-580-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312993EP	PMGRC-581-580-2	NA	genome
PMGRC-582-580-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312992EP	PMGRC-582-580-1	NA	genome
PMGRC-583-583-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312994EP	PMGRC-583-583-0	NA	genome
PMGRC-584-583-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312996EP	PMGRC-584-583-2	NA	genome
PMGRC-585-583-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312995EP	PMGRC-585-583-1	NA	genome
PMGRC-586-583-3	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312997EP	PMGRC-586-583-3	NA	genome
PMGRC-599-599-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312998EP	PMGRC-599-599-0	NA	genome
PMGRC-600-599-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313000EP	PMGRC-600-599-2	NA	genome
PMGRC-601-599-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312999EP	PMGRC-601-599-1	NA	genome
PMGRC-613-615-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313001EP	PMGRC-613-615-2	NA	genome
PMGRC-653-653-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313002EP	PMGRC-653-653-0	NA	genome
PMGRC-654-653-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2313003EP	PMGRC-654-653-2	NA	genome
PMGRC-655-287-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-08-23	GER2312982EP	PMGRC-655-287-2	NA	genome
PMGRC-664-664-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313004EP	PMGRC-664-664-0	NA	genome
PMGRC-668-668-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313007EP	PMGRC-668-668-0	NA	genome
PMGRC-669-668-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313009EP	PMGRC-669-668-2	NA	genome
PMGRC-675-675-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313010EP	PMGRC-675-675-0	NA	genome
PMGRC-688-690-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313013EP	PMGRC-688-690-2	NA	genome
PMGRC-689-690-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313012EP	PMGRC-689-690-1	NA	genome
PMGRC-690-690-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313011EP	PMGRC-690-690-0	NA	genome
PMGRC-705-706-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313015EP	PMGRC-705-706-1	NA	genome
PMGRC-706-706-0	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313014EP	PMGRC-706-706-0	NA	genome
PMGRC-707-706-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313016EP	PMGRC-707-706-2	NA	genome
PMGRC-708-710-2	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313019EP	PMGRC-708-710-2	NA	genome
PMGRC-709-710-1	150	NA	NovaSeq	NA	NA	Watchmaker DNA Library Prep Kit with Fragmentation	2023-09-11	GER2313018EP	PMGRC-709-710-1	NA	genome
