aligned_rna_short_read_id	aligned_rna_short_read_index_file	alignment_log_file	mean_coverage	reference_assembly	gene_annotation_details	reference_assembly_details	percent_multimapped	alignment_software	experiment_rna_short_read_id	gene_annotation	md5sum	percent_uniquely_aligned	quality_issues	reference_assembly_uri	aligned_rna_short_read_file	percent_unaligned	alignment_postprocessing
PMGRC-181-181-0_LS4716301_SQ11960_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-181-181-0_LS4716301_SQ11960_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11960	GENCODEv41	40bc9671dea88bbdf6d5cff1251e809f	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-181-181-0_LS4716301_SQ11960_RNA.cram	NA	NA
PMGRC-568-568-0_LS4716302_SQ11961_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-568-568-0_LS4716302_SQ11961_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11961	GENCODEv41	fdf3f0f7cb7034a08cb63b0c955d173a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-568-568-0_LS4716302_SQ11961_RNA.cram	NA	NA
PMGRC-485-485-0_LS4716303_SQ11962_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-485-485-0_LS4716303_SQ11962_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11962	GENCODEv41	fac3332ed9f000ddffbe3329b3a849b0	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-485-485-0_LS4716303_SQ11962_RNA.cram	NA	NA
PMGRC-510-509-2_LS4716304_SQ11963_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-510-509-2_LS4716304_SQ11963_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11963	GENCODEv41	2ded6cd61e6d986a70372e6dd1a9ee9c	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-510-509-2_LS4716304_SQ11963_RNA.cram	NA	NA
PMGRC-517-517-0_LS4716305_SQ11964_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-517-517-0_LS4716305_SQ11964_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11964	GENCODEv41	bcf0946aae801be678362ce781bafc30	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-517-517-0_LS4716305_SQ11964_RNA.cram	NA	NA
PMGRC-648-181-3_LS4716306_SQ11965_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-648-181-3_LS4716306_SQ11965_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11965	GENCODEv41	d4c2976a29772209b2479dfbe15f1bc9	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-648-181-3_LS4716306_SQ11965_RNA.cram	NA	NA
PMGRC-461-459-1_LS4716307_SQ11966_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-461-459-1_LS4716307_SQ11966_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11966	GENCODEv41	431387e727f6274fa8017fac481b2834	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-461-459-1_LS4716307_SQ11966_RNA.cram	NA	NA
PMGRC-566-568-2_LS4716308_SQ11967_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-566-568-2_LS4716308_SQ11967_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11967	GENCODEv41	ec23bac5e24237d99d7e30fd0e363dcd	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-566-568-2_LS4716308_SQ11967_RNA.cram	NA	NA
PMGRC-486-485-2_LS4716309_SQ11968_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-486-485-2_LS4716309_SQ11968_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11968	GENCODEv41	78f1b2b7eb80b5a50211d13836ffc14e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-486-485-2_LS4716309_SQ11968_RNA.cram	NA	NA
PMGRC-63-60-2_LS4716310_SQ11969_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-63-60-2_LS4716310_SQ11969_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11969	GENCODEv41	09d987ab0d5c157ff656f0d198365059	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-63-60-2_LS4716310_SQ11969_RNA.cram	NA	NA
PMGRC-226-226-0_LS4716311_SQ11970_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-226-226-0_LS4716311_SQ11970_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11970	GENCODEv41	6ab0d605f227bfccc36bb5f9486433ea	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-226-226-0_LS4716311_SQ11970_RNA.cram	NA	NA
PMGRC-178-178-0_LS4716312_SQ11971_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-178-178-0_LS4716312_SQ11971_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11971	GENCODEv41	ea1fb836a7cea61c7ae89209f0e4d8cb	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-178-178-0_LS4716312_SQ11971_RNA.cram	NA	NA
PMGRC-353-351-2_LS4716313_SQ11972_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-353-351-2_LS4716313_SQ11972_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11972	GENCODEv41	0a5e0886567bc06e2dbc066803f25ed2	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-353-351-2_LS4716313_SQ11972_RNA.cram	NA	NA
PMGRC-227-226-2_LS4716314_SQ11973_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-227-226-2_LS4716314_SQ11973_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11973	GENCODEv41	8315e006dee7b889bc0792116104227b	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-227-226-2_LS4716314_SQ11973_RNA.cram	NA	NA
PMGRC-59-60-3_LS4716315_SQ11975_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-59-60-3_LS4716315_SQ11975_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11975	GENCODEv41	d9464184fb88735437485a3e064b3925	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-59-60-3_LS4716315_SQ11975_RNA.cram	NA	NA
PMGRC-459-459-0_LS4716316_SQ11976_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-459-459-0_LS4716316_SQ11976_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11976	GENCODEv41	af9f60e67076cb6b28685258922014ee	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-459-459-0_LS4716316_SQ11976_RNA.cram	NA	NA
PMGRC-182-181-2_LS4716317_SQ11977_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-182-181-2_LS4716317_SQ11977_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11977	GENCODEv41	f1872b14b6f351aae7254325188bcf45	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-182-181-2_LS4716317_SQ11977_RNA.cram	NA	NA
PMGRC-64-60-1_LS4716318_SQ11978_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-64-60-1_LS4716318_SQ11978_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11978	GENCODEv41	84adf362d7781e9543ba39e766304ded	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-64-60-1_LS4716318_SQ11978_RNA.cram	NA	NA
PMGRC-62-60-3_LS4716319_SQ11979_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-62-60-3_LS4716319_SQ11979_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11979	GENCODEv41	7432b7848a32081516a41685dabab872	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-62-60-3_LS4716319_SQ11979_RNA.cram	NA	NA
PMGRC-460-459-2_LS4716320_SQ11980_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-460-459-2_LS4716320_SQ11980_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11980	GENCODEv41	f7c94ff8642d3c0c6204ea1a91a106b6	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-460-459-2_LS4716320_SQ11980_RNA.cram	NA	NA
PMGRC-649-181-3_LS4716321_SQ11981_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-649-181-3_LS4716321_SQ11981_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11981	GENCODEv41	8d8bb3915474e070daf624a7731aaa0e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-649-181-3_LS4716321_SQ11981_RNA.cram	NA	NA
PMGRC-61-60-3_LS4716322_SQ11982_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-61-60-3_LS4716322_SQ11982_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11982	GENCODEv41	94b0afc31e7694ecc9251678e3650876	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-61-60-3_LS4716322_SQ11982_RNA.cram	NA	NA
PMGRC-219-181-1_LS4716323_SQ11983_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-219-181-1_LS4716323_SQ11983_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11983	GENCODEv41	68ba9382b845e8819f182b3bc4d5ab35	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-219-181-1_LS4716323_SQ11983_RNA.cram	NA	NA
PMGRC-60-60-0_LS4716324_SQ11984_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-60-60-0_LS4716324_SQ11984_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11984	GENCODEv41	6a58272f8124cfc073b0c4910774dd3a	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-60-60-0_LS4716324_SQ11984_RNA.cram	NA	NA
PMGRC-197-195-2_LS4716325_SQ11985_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-197-195-2_LS4716325_SQ11985_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11985	GENCODEv41	afce67e72a5ab09da489929d5ee02a72	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-197-195-2_LS4716325_SQ11985_RNA.cram	NA	NA
PMGRC-368-366-1_LS4716326_SQ11986_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-368-366-1_LS4716326_SQ11986_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11986	GENCODEv41	0f878c8bad0f4b650bd08c09be6c5d01	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-368-366-1_LS4716326_SQ11986_RNA.cram	NA	NA
PMGRC-366-366-0_LS4716327_SQ11987_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-366-366-0_LS4716327_SQ11987_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ11987	GENCODEv41	2fd277414a731f9a8532c543a765c402	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-366-366-0_LS4716327_SQ11987_RNA.cram	NA	NA
PMGRC-81-81-0_LS4339062_SQ6053_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-81-81-0_LS4339062_SQ6053_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6053	GENCODEv41	161d23fd4a2fb8c3b9e6237894d91963	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-81-81-0_LS4339062_SQ6053_RNA.cram	NA	NA
PMGRC-229-194-1_LS4339067_SQ6054_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-229-194-1_LS4339067_SQ6054_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ6054	GENCODEv41	504ce5f45cf811cab59a04bdda2e7b10	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-229-194-1_LS4339067_SQ6054_RNA.cram	NA	NA
PMGRC-81-81-0_LS4339062_SQ8387_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-81-81-0_LS4339062_SQ8387_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ8387	GENCODEv41	83c48c8cb38061fa9b7edd4b80a201d1	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-81-81-0_LS4339062_SQ8387_RNA.cram	NA	NA
PMGRC-229-194-1_LS4339067_SQ8388_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-229-194-1_LS4339067_SQ8388_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ8388	GENCODEv41	c834ab098a0718499117355cdbca4c6e	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-229-194-1_LS4339067_SQ8388_RNA.cram	NA	NA
PMGRC-81-81-0_LS4339062_SQ9312_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-81-81-0_LS4339062_SQ9312_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9312	GENCODEv41	fd8493af89da5b1826494030817406ff	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-81-81-0_LS4339062_SQ9312_RNA.cram	NA	NA
PMGRC-229-194-1_LS4339067_SQ9313_RNA	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-229-194-1_LS4339067_SQ9313_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_SQ9313	GENCODEv41	72bab5f90cc644302997c9d7be852161	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-3cbd4d3d-7331-46f9-a98f-ebba0a894562/RNA/PMGRC-229-194-1_LS4339067_SQ9313_RNA.cram	NA	NA
PMGRC-138-104-2_UCI001-001_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-138-104-2_UCI001-001_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-001_RNA	GENCODEv41	5c467cd58cd23e61a2d263329a69a60c	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-138-104-2_UCI001-001_RNA.cram	NA	NA
PMGRC-160-158-1_UCI001-002_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-160-158-1_UCI001-002_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-002_RNA	GENCODEv41	710591794631b7851da9c6e6493d0e34	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-160-158-1_UCI001-002_RNA.cram	NA	NA
PMGRC-159-158-2_UCI001-003_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-159-158-2_UCI001-003_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-003_RNA	GENCODEv41	ef4740c02ce2d3df1a5655c1a97338cb	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-159-158-2_UCI001-003_RNA.cram	NA	NA
PMGRC-204-204-0_UCI001-004_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-204-204-0_UCI001-004_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-004_RNA	GENCODEv41	ec67d7d3cb94483780a84e2a5c8303e8	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-204-204-0_UCI001-004_RNA.cram	NA	NA
PMGRC-217-217-0_UCI001-005_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-217-217-0_UCI001-005_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-005_RNA	GENCODEv41	16ad97fcf67c53b3c837c2f360bceb98	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-217-217-0_UCI001-005_RNA.cram	NA	NA
PMGRC-237-217-1_UCI001-006_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-237-217-1_UCI001-006_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-006_RNA	GENCODEv41	f2b13e4c68f12f51889bbdf4b82b9e95	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-237-217-1_UCI001-006_RNA.cram	NA	NA
PMGRC-238-217-2_UCI001-007_RNA	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-238-217-2_UCI001-007_RNA.cram.crai	NA	NA	GRCh38	gencode_comprehensive_chr	NA	NA	STARv2.7.10a	CNH_I_UCI001-007_RNA	GENCODEv41	2a06010ad5b6f02dd7b1496edf8eb6ff	NA	NA	http://ftp.1000genomes.ebi.ac.uk/vol1/ftp/technical/reference/GRCh38_reference_genome/GRCh38_full_analysis_set_plus_decoy_hla.fa	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/RNA/PMGRC-238-217-2_UCI001-007_RNA.cram	NA	NA
