aligned_dna_short_read_id	aligned_dna_short_read_file	md5sum	quality_issues	experiment_dna_short_read_id	reference_assembly	analysis_details	reference_assembly_details	alignment_software	reference_assembly_uri	mean_coverage	aligned_dna_short_read_index_file
PMGRC-770-770-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-770-770-0.cram	dc13dfa5e7760b72d00bfbe05976fdee	NA	PMGRC-770-770-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	76.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-770-770-0.crai
PMGRC-773-773-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-773-773-0.cram	0e5b73b84b26dae920b3b63716eb902a	NA	PMGRC-773-773-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	54.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-773-773-0.crai
PMGRC-8-8-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-8-8-0.cram	e6197248e233b6256ba1fd5c749efc30	NA	PMGRC-8-8-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	37.7	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-8-8-0.crai
PMGRC-744-744-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-744-744-0.cram	97b12be183ba7fcc9360b4ed6a2ff063	NA	PMGRC-744-744-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-744-744-0.crai
PMGRC-746-746-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-746-746-0.cram	b063d6bc451f537eb7bd4a36479d91e6	NA	PMGRC-746-746-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-746-746-0.crai
PMGRC-747-747-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-747-747-0.cram	95801d268d84217ac6799287736d886a	NA	PMGRC-747-747-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.5	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-747-747-0.crai
PMGRC-749-749-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-749-749-0.cram	abd0e274ad368adb46f0085f5e4d424a	NA	PMGRC-749-749-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-749-749-0.crai
PMGRC-750-752-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-750-752-2.cram	199bd378f8e7f78474cdc9ee69223048	NA	PMGRC-750-752-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	49.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-750-752-2.crai
PMGRC-751-752-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-751-752-1.cram	bb82fca950dbe5f84be9e7814eb63a67	NA	PMGRC-751-752-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	43.6	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-751-752-1.crai
PMGRC-752-752-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-752-752-0.cram	fd2f32d0eb2c46507ae320fe767b61bd	NA	PMGRC-752-752-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	36.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-752-752-0.crai
PMGRC-756-757-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-756-757-2.cram	869d8975b20b442518ea443ec3efc7f8	NA	PMGRC-756-757-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	40.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-756-757-2.crai
PMGRC-757-757-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-757-757-0.cram	a5b5dfc58527500f0a807461fd403215	NA	PMGRC-757-757-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	69.1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-757-757-0.crai
PMGRC-765-765-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-765-765-0.cram	86ad318d7840e6981b1abcd03185e419	NA	PMGRC-765-765-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	48	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-765-765-0.crai
PMGRC-814-816-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-814-816-2.cram	6bb5068b094823a252059f3bcfa378e5	NA	PMGRC-814-816-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	28.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-814-816-2.crai
PMGRC-815-816-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-815-816-1.cram	f7b2804ee9403fc02fa6aaf3a1ea55cb	NA	PMGRC-815-816-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	45.4	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-815-816-1.crai
PMGRC-816-816-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-816-816-0.cram	d3d7a6901532d7aa8b782563ac8dc7eb	NA	PMGRC-816-816-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	30.8	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-816-816-0.crai
PMGRC-831-832-2_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-831-832-2.cram	7edbb829b18f3c1f5c02c4c212aedf18	NA	PMGRC-831-832-2	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	48.2	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-831-832-2.crai
PMGRC-832-832-0_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-832-832-0.cram	13fb75ad162f46952fb5abc2b7253229	NA	PMGRC-832-832-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.3	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-832-832-0.crai
PMGRC-850-832-1_1	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-850-832-1.cram	1ab5a846abe76e83387747e6ad1ddac6	NA	PMGRC-850-832-1	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	46.9	gs://fc-secure-d51a3189-b6f6-4a27-a2d5-315086c78034/cram/PMGRC-850-832-1.crai
PMGRC-1021-1021-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1021-1021-0.cram	32ee8cd17add30c84453ee09f76927dd	NA	PMGRC-1021-1021-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.7	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-1021-1021-0.crai
PMGRC-944-944-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-944-944-0.cram	096b06bb123a1a5254289629a728d169	NA	PMGRC-944-944-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	66	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-944-944-0.crai
PMGRC-945-945-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-945-945-0.cram	a6862f3a6139bb452f2e2a2b1f96d64f	NA	PMGRC-945-945-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	50.7	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-945-945-0.crai
PMGRC-946-946-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-946-946-0.cram	43a124e57a1bdd4590f3ff4602a19a64	NA	PMGRC-946-946-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	29.8	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-946-946-0.crai
PMGRC-948-948-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-948-948-0.cram	15abbc8eaf394812d5b248677fea3657	NA	PMGRC-948-948-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	50	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-948-948-0.crai
PMGRC-949-949-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-949-949-0.cram	398d631b522dcde595dfeabea9eb7d58	NA	PMGRC-949-949-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	38.9	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-949-949-0.crai
PMGRC-950-950-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-950-950-0.cram	e91827b5915fed68d778ade71d225b7e	NA	PMGRC-950-950-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	32.8	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-950-950-0.crai
PMGRC-951-951-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-951-951-0.cram	ba075662d795628a3915e5f267d83ce6	NA	PMGRC-951-951-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	33.2	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-951-951-0.crai
PMGRC-952-952-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-952-952-0.cram	61cbd0b8150ea4aa86bdcd38e58b0c9c	NA	PMGRC-952-952-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.8	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-952-952-0.crai
PMGRC-953-953-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-953-953-0.cram	04630c75be7b6e97223397eba63825b7	NA	PMGRC-953-953-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.9	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-953-953-0.crai
PMGRC-954-954-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-954-954-0.cram	fafeac33f72100bd320c2c9f454f6c2b	NA	PMGRC-954-954-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	44.3	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-954-954-0.crai
PMGRC-955-955-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-955-955-0.cram	6bd5f3079760cc964cf86b48170bdc5e	NA	PMGRC-955-955-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	41.8	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-955-955-0.crai
PMGRC-958-958-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-958-958-0.cram	6addbb59f577da727787b2e045ff761a	NA	PMGRC-958-958-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	42.8	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-958-958-0.crai
PMGRC-960-960-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-960-960-0.cram	35b7613d217fadb237a7b530ff286b9b	NA	PMGRC-960-960-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	46.6	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-960-960-0.crai
PMGRC-961-961-0_1	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-961-961-0.cram	fd0297fe81e9cffaae145381ad4f317d	NA	PMGRC-961-961-0	GRCh38	Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.	GRCh38, no alts	bwa 0.7.17	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz	30.4	gs://fc-secure-e3641cc8-359e-4504-97ff-51d8d9580f55/cram/PMGRC-961-961-0.crai
